ClaimId,id_lineitem,amt_lineitem,features
505,3508,38.5,x
505,3509,3.3187,x
506,3510,49,x
506,3511,140,x
506,3512,210.38,x
506,3513,45,x
506,3514,20,x
506,3515,20,x
506,3516,35,x
507,3517,60.25,x
507,3518,58.25,x
507,3519,98.04,x
508,3520,98,x
508,3521,164,x
508,3522,48.5,x
508,3523,37.25,x
509,3524,140,x
509,3525,45,x
509,3526,20,x
509,3527,15,x
509,3528,77.84,x
509,3529,35,x
510,3530,115,x
510,3531,45,x
510,3532,360,x
511,3533,31.25,x
511,3534,81.5,x
512,3535,70,x
512,3536,-19.29,x
513,3538,59,x
513,3539,5,x
513,3540,42,x
513,3541,57.75,x
513,3542,31.5,x
513,3543,52.5,x
513,3544,36.75,x
513,3545,26.25,x
514,3546,34.47,x
514,3547,30.16,x
514,3548,17.27,x
514,3549,87.5,x
514,3550,95.83,x
514,3551,58.3,x
514,3552,17.27,x
515,3553,59,x
515,3554,55.27,x
515,3555,35.25,x
515,3556,52.5,x
515,3557,19.5,x
515,3558,51.25,x
515,3559,7.14,x
516,3560,55,x
516,3561,5,x
516,3562,125,x
516,3563,100,x
516,3564,99,x
516,3565,45,x
516,3566,69,x
516,3567,40,x
516,3568,59,x
516,3569,54,x
516,3570,105,x
516,3571,26,x
516,3572,95.64,x
516,3573,93.78,x
516,3574,21.05,x
517,3575,106,x
518,3576,520,x
518,3577,72,x
518,3578,179.1,x
518,3579,155.5,x
518,3580,87.9,x
518,3581,29.15,x
519,3582,37.5,x
520,3583,55,x
520,3584,5,x
520,3585,125,x
520,3586,100,x
520,3587,99,x
520,3588,45,x
520,3589,260,x
520,3590,40,x
520,3591,54,x
520,3592,105,x
520,3593,26,x
520,3594,95.64,x
520,3595,93.78,x
520,3596,26,x
520,3597,21.05,x
521,3598,20.14,x
521,3599,89.04,x
521,3600,89.19,x
522,3601,73.9,x
522,3602,133.65,x
522,3603,91.14,x
522,3604,102,x
522,3605,84,x
522,3606,36,x
523,3607,29,x
523,3608,207.25,x
523,3609,36.75,x
524,3610,83.9,x
524,3611,20.2,x
524,3612,21.35,x
525,3613,80,x
525,3614,45,x
525,3615,320,x
525,3616,365.2,x
525,3617,3,x
525,3618,60,x
526,3619,186.14,x
526,3620,112.7,x
527,3621,2.8,x
527,3622,51.6,x
527,3623,45.5,x
528,3624,150,x
528,3625,2.8,x
528,3626,199.5,x
529,3627,23.47,x
529,3628,28.7,x
530,3629,34.21,x
531,3630,60,x
531,3631,125,x
531,3632,135,x
531,3633,43,x
531,3634,110,x
531,3635,10.98,x
531,3636,50,x
531,3637,125,x
531,3638,30.95,x
531,3639,24.6,x
531,3640,16,x
531,3641,34.2,x
531,3642,125,x
531,3643,120,x
531,3644,90,x
531,3645,175,x
531,3646,180,x
531,3647,23,x
531,3648,110,x
531,3649,462,x
531,3650,32,x
531,3651,8.5,x
531,3652,12.1,x
531,3653,18,x
531,3654,31.5,x
531,3655,19.18,x
531,3656,20.18,x
531,3657,38,x
531,3658,46.6,x
531,3659,18,x
531,3660,10.98,x
531,3661,25.6,x
531,3662,15,x
531,3663,19,x
531,3664,80,x
531,3665,35,x
531,3666,46.6,x
531,3667,12.1,x
531,3668,-125,x
531,3669,44.6,x
531,3670,12.96,x
531,3671,16.43,x
531,3672,17.48,x
531,3673,30.08,x
532,3674,79.5,x
532,3675,163,x
532,3676,65,x
532,3677,65,x
532,3678,11,x
532,3679,28.5,x
532,3680,85,x
532,3681,16,x
532,3682,60.5,x
533,3683,37.1,x
533,3684,67.1,x
533,3685,20.3,x
533,3686,36.7,x
533,3687,14.5,x
534,3688,70,x
534,3689,60,x
534,3690,101.13,x
534,3691,110.82,x
534,3692,35.25,x
534,3693,77.5,x
534,3694,156.19,x
535,3695,42.56,x
536,3696,42.5,x
537,3697,36.55,x
537,3698,76.44,x
537,3699,10,x
537,3700,89.7,x
537,3701,8.75,x
537,3702,42.78,x
537,3703,89.23,x
537,3704,189.42,x
537,3705,28.51,x
538,3706,40.55,x
538,3707,22.53,x
538,3708,135.36,x
538,3709,24.03,x
539,3710,47.57,x
539,3711,45,x
539,3712,36.73,x
539,3713,39.68,x
539,3714,28.56,x
540,3715,53.87,x
540,3716,10.77,x
540,3717,39.5,x
540,3718,39.5,x
540,3719,47.36,x
540,3720,89.44,x
540,3721,69.01,x
541,3722,57,x
541,3723,5.45,x
541,3724,81,x
541,3725,35.5,x
541,3726,195,x
541,3727,31.8,x
541,3728,27.5,x
541,3729,81.36,x
541,3730,188,x
541,3731,12.48,x
541,3732,199,x
541,3733,78.48,x
541,3734,66.49,x
541,3735,262.36,x
542,3736,62,x
542,3737,36.1,x
542,3738,328.35,x
542,3739,79.7,x
542,3740,130.9,x
542,3741,61.38,x
543,3742,70,x
544,3743,97,x
544,3744,86,x
544,3745,21,x
544,3746,36.56,x
544,3747,34,x
544,3748,41,x
545,3749,110,x
545,3750,11,x
546,3751,72,x
546,3752,165,x
546,3753,24,x
546,3754,0.75,x
546,3755,0.75,x
546,3756,54.5,x
546,3757,0.75,x
546,3758,170,x
546,3759,13.15,x
546,3760,47.49,x
546,3761,12.51,x
547,3762,98,x
547,3763,374.18,x
547,3764,37.42,x
547,3765,65,x
547,3766,6.5,x
547,3767,156.75,x
547,3768,15.68,x
547,3769,49.75,x
547,3770,4.98,x
547,3771,57.25,x
547,3772,5.73,x
547,3773,59.5,x
547,3774,5.95,x
547,3775,82.75,x
547,3776,8.28,x
547,3777,102,x
547,3778,10.2,x
547,3779,23.23,x
547,3780,2.32,x
547,3781,19.75,x
547,3782,1.98,x
547,3783,20.23,x
547,3784,2.02,x
547,3785,17.65,x
547,3786,1.77,x
547,3787,16.3,x
547,3788,1.63,x
547,3789,50,x
547,3790,5,x
547,3791,17.35,x
547,3792,1.74,x
547,3793,60,x
547,3794,6,x
547,3795,40,x
547,3796,4,x
547,3797,51,x
547,3798,5.1,x
547,3799,57.25,x
547,3800,5.73,x
547,3801,17.98,x
547,3802,1.8,x
547,3803,16.3,x
547,3804,1.63,x
547,3805,17.65,x
547,3806,1.77,x
547,3807,73.5,x
547,3808,7.35,x
547,3809,22.75,x
547,3810,2.28,x
547,3811,40,x
547,3812,4,x
547,3813,60,x
547,3814,6,x
547,3815,121.5,x
547,3816,12.15,x
547,3817,153.5,x
547,3818,15.35,x
547,3819,43.5,x
547,3820,4.35,x
547,3821,35.5,x
547,3822,3.55,x
547,3823,500,x
547,3824,50,x
547,3825,347.38,x
547,3826,34.74,x
547,3827,65,x
547,3828,6.5,x
547,3829,22.25,x
547,3830,2.23,x
547,3831,46.5,x
547,3832,4.65,x
547,3833,212.25,x
547,3834,21.23,x
547,3835,107,x
547,3836,10.7,x
547,3837,8.55,x
547,3838,0.86,x
547,3839,183.98,x
547,3840,18.4,x
547,3841,51,x
547,3842,5.1,x
547,3843,16.15,x
547,3844,1.62,x
547,3845,21.7,x
547,3846,2.17,x
547,3847,23.23,x
547,3848,2.32,x
547,3849,17.98,x
547,3850,1.8,x
547,3851,17.65,x
547,3852,1.77,x
547,3853,16.3,x
547,3854,1.63,x
547,3855,17.65,x
547,3856,1.77,x
547,3857,60,x
547,3858,6,x
547,3859,48.5,x
547,3860,4.85,x
547,3861,51,x
547,3862,5.1,x
547,3863,17.98,x
547,3864,1.8,x
547,3865,20.95,x
547,3866,2.1,x
547,3867,17.65,x
547,3868,1.77,x
547,3869,74.25,x
547,3870,7.43,x
547,3871,16.15,x
547,3872,1.62,x
547,3873,48.5,x
547,3874,4.85,x
547,3875,60,x
547,3876,6,x
547,3877,51,x
547,3878,5.1,x
547,3879,156.75,x
547,3880,15.68,x
547,3881,22.75,x
547,3882,2.28,x
547,3883,16.15,x
547,3884,1.62,x
547,3885,20.95,x
547,3886,2.1,x
547,3887,17.65,x
547,3888,1.77,x
547,3889,60,x
547,3890,6,x
547,3891,48.5,x
547,3892,4.85,x
547,3893,51,x
547,3894,5.1,x
547,3895,17.65,x
547,3896,1.77,x
547,3897,48.5,x
547,3898,4.85,x
547,3899,37.2,x
547,3900,3.72,x
547,3901,53.8,x
547,3902,5.38,x
547,3903,60,x
547,3904,6,x
547,3905,51,x
547,3906,5.1,x
547,3907,22.5,x
547,3908,2.25,x
547,3909,31.5,x
547,3910,3.15,x
547,3911,60,x
547,3912,6,x
547,3913,2.2,x
547,3914,0.22,x
548,3915,57,x
548,3916,108,x
548,3917,98,x
549,3918,378,x
549,3919,43,x
549,3920,41.8,x
549,3921,155,x
549,3922,72.7,x
549,3923,6,x
550,3924,83,x
550,3925,86.45,x
550,3926,56.36,x
550,3927,100,x
550,3928,52.99,x
550,3929,48.2,x
550,3930,24.4,x
550,3931,100,x
551,3932,56,x
552,3933,179.5,x
552,3934,2.59,x
552,3935,53,x
553,3936,62,x
553,3937,40,x
553,3938,18.1,x
553,3939,43.3,x
553,3940,37,x
553,3941,26.8,x
553,3942,285.2,x
554,3943,16.29,x
554,3944,51.14,x
554,3945,83.25,x
554,3946,220.01,x
554,3947,388.8,x
554,3948,15.14,x
554,3949,51.3,x
555,3950,62,x
555,3951,6.2,x
555,3952,95,x
555,3953,26,x
555,3954,2.6,x
555,3955,62,x
555,3956,6.2,x
555,3957,48,x
555,3958,4.8,x
555,3959,100,x
555,3960,50,x
555,3961,5,x
555,3962,37,x
556,3963,21,x
556,3964,31,x
556,3965,67.25,x
556,3966,364.35,x
556,3967,31.02,x
556,3968,31.96,x
557,3969,87.5,x
557,3970,84,x
557,3971,16.2,x
557,3972,164.87,x
557,3973,109.1,x
558,3974,110,x
558,3975,57.82,x
558,3976,78,x
558,3977,236,x
558,3978,93.25,x
559,3979,56.1,x
559,3980,55.98,x
560,3981,13.2,x
561,3982,25,x
561,3983,31,x
561,3984,29,x
561,3985,22,x
561,3986,3.25,x
561,3987,70,x
561,3988,7,x
561,3989,20,x
562,3990,169.5,x
562,3991,90.25,x
562,3992,104.95,x
563,3993,49,x
563,3994,222,x
563,3995,29,x
564,3996,29,x
564,3997,23,x
564,3998,90,x
565,4001,94.9,x
565,4002,55.44,x
566,4008,14.5,x
567,4009,75.61,x
567,4010,89.52,x
567,4011,158.12,x
567,4012,18.47,x
568,4013,259.98,x
569,4014,30.48,x
569,4015,57.76,x
570,4016,28.8,x
571,4017,24.62,x
571,4018,58.5,x
572,4019,45,x
572,4020,39.96,x
572,4021,94.9,x
572,4022,50.47,x
573,4023,190.98,x
574,4024,55,x
574,4025,90,x
575,4026,75.4,x
575,4027,7.54,x
575,4028,47.92,x
575,4029,4.79,x
576,4030,59,x
576,4031,112.9,x
576,4032,110.64,x
577,4033,19.84,x
578,4034,32,x
578,4035,3,x
578,4036,38,x
579,4037,39.4,x
580,4038,23.56,x
580,4039,27.36,x
580,4040,63.98,x
580,4041,66,x
580,4042,31,x
580,4043,117.83,x
580,4044,188.55,x
580,4045,145,x
580,4046,6.19,x
580,4047,75,x
580,4048,192.5,x
580,4049,275.56,x
581,4050,57.25,x
581,4051,74.93,x
581,4052,7.49,x
582,4054,211.05,x
583,4055,36.76,x
583,4056,39,x
583,4057,48.22,x
583,4058,53.46,x
584,4059,15.98,x
584,4060,11.84,x
584,4061,1.18,x
585,4062,97.68,x
585,4063,43.52,x
585,4064,22.54,x
585,4065,38,x
586,4066,11.84,x
586,4067,1.18,x
586,4068,20.63,x
586,4069,2.06,x
586,4070,11.84,x
586,4071,1.18,x
587,4072,179.25,x
588,4073,45.42,x
589,4074,56,x
589,4075,16.91,x
590,4076,45,x
590,4077,45,x
590,4078,42.88,x
590,4079,4.29,x
590,4080,30,x
590,4081,3,x
590,4082,97.52,x
590,4083,9.75,x
590,4084,41.19,x
590,4085,41.19,x
590,4086,18,x
590,4087,1.8,x
590,4088,20.6,x
590,4089,20.6,x
591,4090,97,x
592,4091,98,x
592,4092,10,x
592,4093,10,x
592,4094,10,x
592,4095,45.22,x
593,4096,118.16,x
593,4097,24.5,x
594,4098,41.55,x
594,4099,41.1,x
594,4100,76.5,x
595,4101,25.87,x
595,4102,19.05,x
596,4103,183.24,x
596,4104,143.6,x
596,4105,58,x
597,4106,488.26,x
597,4107,20,x
597,4108,26.1,x
598,4109,65,x
598,4110,6.5,x
598,4111,67,x
598,4112,95,x
598,4113,3,x
598,4114,78,x
598,4115,50,x
598,4116,35,x
598,4117,94.98,x
598,4118,41,x
598,4119,26,x
599,4125,50,x
599,4126,5,x
599,4127,49,x
599,4128,4.9,x
599,4129,7.5,x
599,4130,16.9,x
600,4131,26.8,x
600,4132,40.5,x
600,4133,45.31,x
601,4134,69,x
601,4135,136.43,x
601,4136,7.16,x
601,4137,155.12,x
601,4138,91.6,x
602,4139,123.89,x
602,4140,74.92,x
602,4141,21.08,x
602,4142,33.26,x
602,4143,60.97,x
602,4144,165.31,x
602,4145,43.42,x
603,4146,31.9,x
603,4147,31.9,x
603,4148,31.9,x
603,4149,31.9,x
603,4150,31.9,x
603,4151,31.9,x
603,4152,31.9,x
603,4153,31.9,x
603,4154,31.9,x
603,4155,9.05,x
603,4156,9.05,x
603,4157,9.05,x
603,4158,9.05,x
603,4159,9.05,x
603,4160,9.05,x
603,4161,9.05,x
603,4162,9.05,x
603,4163,9.05,x
603,4164,9.05,x
603,4165,18.26,x
603,4166,34.1,x
603,4167,39.9,x
604,4168,85,x
604,4169,208.9,x
604,4170,30,x
604,4171,26.1,x
604,4172,12.9,x
604,4173,80.9,x
604,4174,58.9,x
604,4175,20.2,x
604,4176,85,x
604,4177,83.9,x
604,4178,26.1,x
604,4179,58.01,x
604,4180,8,x
604,4181,5,x
604,4182,23.3,x
604,4183,5,x
605,4184,23.1,x
605,4185,53.1,x
605,4186,98,x
605,4187,54.81,x
606,4190,22,x
606,4191,54.86,x
606,4192,25,x
607,4193,110,x
607,4194,29.05,x
607,4195,155.25,x
607,4196,70.55,x
607,4197,47.85,x
607,4198,23.25,x
608,4200,55,x
608,4201,6,x
608,4202,56,x
608,4203,99.26,x
608,4204,285,x
608,4205,100,x
609,4206,55,x
609,4207,5,x
609,4208,21.5,x
609,4209,19.42,x
609,4210,18.8,x
610,4211,82,x
610,4212,47.32,x
610,4213,33.84,x
610,4214,35,x
610,4215,-35,x
611,4216,165,x
611,4217,178.2,x
611,4218,315,x
612,4219,25.87,x
612,4220,19.05,x
613,4221,540,x
614,4222,70.7,x
614,4223,113.9,x
614,4224,37.1,x
614,4225,4,x
614,4226,25.98,x
615,4227,85,x
615,4228,208.9,x
615,4229,30,x
615,4230,26.1,x
615,4231,12.9,x
615,4232,80.9,x
615,4233,58.9,x
615,4234,20.2,x
615,4235,85,x
615,4236,83.9,x
615,4237,26.1,x
615,4238,58.01,x
615,4239,8,x
615,4240,5,x
615,4241,23.3,x
615,4242,5,x
616,4243,68.5,x
616,4244,374.05,x
616,4245,158.15,x
616,4246,59.3,x
617,4247,47.04,x
618,4248,44.32,x
618,4249,8.66,x
618,4250,10.9,x
618,4251,125.45,x
618,4252,54.1,x
618,4253,23.3,x
618,4254,63,x
618,4255,26.3,x
618,4256,135.4,x
618,4257,268.85,x
619,4258,82.5,x
619,4259,51.75,x
619,4260,70.68,x
619,4261,24.5,x
619,4262,29.8,x
619,4263,180.17,x
619,4264,229.25,x
619,4265,23.85,x
619,4266,17.85,x
620,4267,92.15,x
620,4268,185.65,x
620,4269,173.5,x
620,4270,468,x
620,4271,83.45,x
620,4272,27.55,x
620,4273,73.76,x
621,4274,28.05,x
621,4275,62.72,x
621,4276,9.08,x
622,4277,47.04,x
623,4278,72.53,x
624,4279,28.1,x
624,4280,58.6,x
625,4281,-6.81,x
625,4282,52.92,x
626,4283,103.8,x
627,4284,45.8,x
627,4285,179.7,x
627,4286,30.2,x
627,4287,42.8,x
628,4288,46.5,x
628,4289,46.5,x
628,4290,26,x
628,4291,100,x
628,4292,39.5,x
628,4293,25,x
628,4294,29,x
628,4295,33.3,x
628,4296,53,x
628,4297,109.8,x
628,4298,26.5,x
628,4299,4,x
628,4300,18,x
628,4301,33.9,x
628,4302,12.5,x
628,4303,23.85,x
628,4304,50,x
628,4305,10,x
628,4306,28.3,x
628,4307,158,x
629,4308,135,x
630,4309,125,x
630,4310,38.5,x
630,4311,34.05,x
630,4312,82.8,x
630,4313,67.28,x
630,4314,25,x
630,4315,6.93,x
630,4316,28.16,x
630,4317,20.12,x
630,4318,1.66,x
631,4319,83,x
631,4320,54,x
631,4321,31.04,x
631,4322,58.17,x
632,4323,47.04,x
633,4331,25,x
634,4332,69,x
634,4333,48,x
634,4334,34.35,x
634,4335,69,x
634,4336,71,x
634,4337,197,x
634,4338,6.95,x
634,4339,36,x
634,4340,36,x
634,4341,36,x
634,4342,43,x
635,4343,40.1,x
636,4344,69,x
636,4345,71,x
636,4346,197,x
636,4347,104,x
636,4348,375,x
636,4349,115,x
636,4350,59.6,x
636,4351,6.95,x
636,4352,24,x
636,4353,49,x
637,4354,39,x
637,4355,84,x
637,4356,112,x
637,4357,25,x
637,4358,25,x
638,4359,59,x
638,4360,38.05,x
638,4361,22,x
638,4362,25.9,x
639,4363,30,x
639,4364,36.63,x
640,4365,52.42,x
640,4366,65.48,x
640,4367,65.9,x
640,4368,37.96,x
641,4369,98.61,x
642,4370,27.5,x
642,4371,39.2,x
642,4372,31.18,x
642,4373,40,x
643,4374,67.1,x
643,4375,56.2,x
643,4376,75.06,x
643,4377,48.76,x
644,4378,29.7,x
644,4379,42.5,x
644,4380,79.5,x
644,4381,118.4,x
644,4382,29.7,x
645,4383,70,x
645,4384,3,x
645,4385,55,x
645,4386,161.2,x
645,4387,66,x
645,4388,30,x
645,4389,23.75,x
645,4390,22,x
645,4391,16,x
646,4393,8,x
646,4394,4.75,x
647,4395,80.4,x
648,4396,56,x
648,4397,56,x
648,4398,52.84,x
649,4399,54.5,x
649,4400,17.5,x
650,4401,210,x
650,4402,19.6,x
651,4403,80.91,x
652,4404,10,x
652,4405,44.25,x
652,4406,29.5,x
653,4407,88.35,x
654,4408,46.25,x
654,4409,62.75,x
654,4410,72.43,x
654,4411,27,x
654,4412,98.5,x
655,4413,88.35,x
656,4414,50,x
656,4415,92,x
656,4416,6,x
656,4417,18.62,x
656,4418,11,x
657,4422,26.94,x
658,4423,25,x
658,4424,49.44,x
658,4425,5.89,x
659,4426,35.64,x
659,4427,35.16,x
659,4428,76.88,x
659,4429,43.05,x
659,4430,213.3,x
659,4431,67.56,x
659,4432,67.1,x
660,4433,69.8,x
660,4434,36.64,x
661,4435,90,x
661,4436,90,x
661,4437,0.58,x
661,4438,90,x
662,4439,64.25,x
662,4440,-46.25,x
663,4441,58.27,x
663,4442,27.3,x
664,4443,145,x
664,4444,248.4,x
664,4445,33.97,x
664,4446,35.06,x
664,4447,72.49,x
664,4448,118.36,x
664,4449,164.25,x
664,4450,134.7,x
665,4451,62,x
666,4452,90,x
666,4453,90,x
666,4454,29.25,x
666,4455,16.66,x
666,4456,7.3,x
667,4457,187.25,x
667,4458,98,x
667,4459,137.5,x
667,4460,129.5,x
667,4461,132.5,x
667,4462,103,x
668,4463,41.72,x
668,4464,53.6,x
669,4465,32.3,x
670,4466,14.97,x
670,4467,5.95,x
671,4468,82,x
671,4469,155,x
671,4470,18,x
671,4471,28.94,x
672,4472,450,x
672,4473,76,x
672,4474,50.55,x
673,4475,37,x
673,4476,62,x
673,4477,54,x
673,4478,101,x
673,4479,31,x
673,4480,9.4,x
673,4481,47.48,x
673,4482,261,x
674,4483,76.5,x
674,4484,52.3,x
674,4485,29.75,x
674,4486,-24.75,x
674,4487,29.75,x
674,4488,-24.75,x
674,4489,29.75,x
674,4490,-24.75,x
674,4491,29.75,x
674,4492,-24.75,x
674,4493,29.75,x
674,4494,-24.75,x
675,4495,44,x
676,4496,16,x
677,4497,85,x
677,4498,8.5,x
677,4499,40,x
677,4500,4,x
677,4501,450,x
677,4502,450,x
677,4503,75,x
677,4504,7.5,x
677,4505,450,x
677,4506,45,x
677,4507,7,x
677,4508,68.5,x
677,4509,6.85,x
677,4510,256,x
677,4511,25.6,x
677,4512,60,x
677,4513,6,x
677,4514,140,x
677,4515,14,x
677,4516,240,x
677,4517,24,x
677,4518,150,x
677,4519,270,x
677,4520,27,x
677,4521,43,x
677,4522,4.3,x
677,4523,78.75,x
677,4524,7.88,x
677,4525,60,x
677,4526,6,x
677,4527,20,x
677,4528,2,x
678,4529,64.8,x
678,4530,104.24,x
679,4531,50,x
679,4532,37,x
679,4533,63.2,x
680,4534,107,x
680,4535,325.23,x
680,4536,56,x
680,4537,40,x
680,4538,42,x
680,4539,20,x
680,4540,23,x
680,4541,37,x
680,4542,75,x
680,4543,10,x
681,4544,123.75,x
681,4545,15,x
682,4546,29.06,x
683,4547,30.29,x
684,4548,72,x
684,4549,30,x
684,4550,26,x
684,4551,11,x
684,4552,25,x
684,4553,20,x
684,4554,28,x
684,4555,28,x
684,4556,26,x
684,4557,175,x
684,4558,25,x
684,4559,20,x
684,4560,12,x
685,4561,264,x
685,4562,74.28,x
685,4563,45,x
685,4564,95,x
685,4565,240,x
685,4566,150,x
685,4567,45,x
685,4568,265,x
685,4569,30,x
685,4570,132,x
685,4571,20,x
685,4572,5,x
685,4573,65,x
685,4574,30,x
685,4575,18,x
686,4576,55,x
686,4577,35.5,x
686,4578,35.84,x
686,4579,61.75,x
686,4580,4.95,x
686,4581,124.75,x
686,4582,64,x
686,4583,25.2,x
686,4584,17.25,x
686,4585,9.38,x
686,4586,17.25,x
687,4587,240,x
687,4588,2000,x
687,4589,150,x
687,4590,500,x
687,4591,300,x
687,4592,75,x
688,4593,57.1,x
688,4594,26.92,x
688,4595,18.33,x
689,4596,32.54,x
689,4597,66,x
689,4598,38,x
690,4599,44.99,x
690,4600,146.72,x
691,4601,217.4,x
691,4602,26.92,x
691,4603,37.8,x
691,4604,20.11,x
692,4605,475.86,x
692,4606,57.91,x
692,4607,232.72,x
692,4608,65.49,x
692,4609,67.83,x
692,4610,162.23,x
692,4611,148.5,x
692,4612,73.82,x
692,4613,87.95,x
692,4614,315.81,x
693,4615,109,x
693,4616,192,x
693,4617,528,x
693,4618,150,x
693,4619,88,x
693,4620,15,x
693,4621,91,x
693,4622,160,x
693,4623,61,x
693,4624,22.75,x
693,4625,24.81,x
693,4626,-264.89,x
694,4627,23.4,x
694,4628,42,x
694,4629,175,x
694,4630,89,x
694,4631,80.5,x
695,4632,25.5,x
695,4633,67.33,x
695,4634,57.1,x
696,4635,64.5,x
696,4636,242,x
696,4637,78.99,x
696,4638,39.5,x
696,4639,74.99,x
696,4640,38.99,x
696,4641,248.5,x
696,4642,173.5,x
696,4643,9.99,x
696,4644,25,x
696,4645,78.99,x
696,4646,44.5,x
697,4647,104.08,x
697,4648,44.78,x
698,4649,45,x
698,4650,5.99,x
698,4651,105.06,x
698,4652,32.89,x
698,4653,39.44,x
698,4654,12.5,x
698,4655,45.28,x
698,4656,21.99,x
698,4657,33.2,x
698,4658,6.32,x
698,4659,-50.99,x
699,4660,327.5,x
700,4661,90.85,x
700,4662,29.4,x
700,4663,29.4,x
700,4664,23.54,x
700,4665,11.13,x
700,4666,12.58,x
701,4667,89.5,x
701,4668,54,x
701,4669,50.7,x
701,4670,230,x
701,4671,70,x
701,4672,150,x
701,4673,39.9,x
701,4674,152,x
701,4675,52,x
701,4676,66,x
701,4677,61.5,x
701,4678,90.1,x
701,4679,64,x
701,4680,38,x
701,4681,33.36,x
701,4682,56.85,x
701,4683,26.55,x
701,4684,46.7,x
701,4685,88.7,x
701,4686,29.7,x
701,4687,32.8,x
701,4688,20.83,x
701,4689,45.88,x
701,4690,66.8,x
701,4691,10.05,x
701,4692,3.05,x
701,4693,2.6,x
701,4694,0.13,x
702,4695,199,x
702,4696,98,x
702,4697,10.24,x
702,4698,89,x
703,4699,65.37,x
703,4700,46.09,x
703,4701,192.74,x
703,4702,24.66,x
703,4703,120.02,x
703,4704,36.7,x
703,4705,20.2,x
703,4706,76.1,x
703,4707,24.15,x
703,4708,28.83,x
703,4709,43.33,x
704,4710,63.8,x
705,4711,75,x
705,4712,175,x
705,4713,16.5,x
705,4714,68.5,x
705,4715,60,x
705,4716,43,x
705,4717,27.2,x
706,4721,47.37,x
707,4722,155,x
707,4723,102,x
707,4724,90.85,x
707,4725,78.38,x
708,4726,35,x
708,4727,-7,x
709,4728,29.98,x
710,4729,55,x
710,4730,177,x
710,4731,130,x
711,4732,22,x
711,4733,22,x
711,4734,37.7,x
711,4735,-30,x
711,4736,120,x
711,4737,55,x
711,4738,168,x
711,4739,49,x
711,4740,49,x
711,4741,35,x
711,4742,159.22,x
712,4743,253,x
712,4744,173.25,x
712,4745,68.5,x
712,4746,56,x
712,4747,53.6,x
712,4748,36.12,x
712,4749,14.3,x
712,4750,14.8,x
713,4751,49,x
713,4752,41.61,x
713,4753,23.6,x
714,4754,60,x
714,4755,260.5,x
715,4756,35,x
715,4757,-7,x
716,4758,26,x
716,4759,25.41,x
716,4760,20.9,x
716,4761,25.41,x
716,4762,20.9,x
716,4763,26,x
716,4764,75,x
716,4765,32.5,x
716,4766,55,x
716,4767,3.58,x
717,4769,45.1,x
717,4770,13,x
717,4771,49,x
717,4772,326.7,x
717,4773,47,x
717,4774,45,x
718,4775,75.24,x
718,4776,189.72,x
718,4777,88.83,x
718,4778,15.21,x
718,4779,28.44,x
718,4780,11.56,x
718,4781,202.38,x
719,4782,157.8,x
720,4783,35,x
720,4784,-7,x
721,4785,31.75,x
721,4786,5.25,x
722,4787,58,x
722,4788,39.66,x
722,4789,107.45,x
722,4790,110,x
722,4791,65,x
722,4792,75,x
723,4794,12.54,x
723,4795,82,x
723,4796,59,x
723,4797,192,x
723,4798,20.1,x
724,4799,321,x
724,4800,145,x
724,4801,26,x
724,4802,25.41,x
724,4803,20.9,x
724,4804,190,x
724,4805,150,x
724,4806,30,x
724,4807,38,x
724,4808,20,x
724,4809,20.7,x
725,4810,317,x
725,4811,411.2,x
725,4812,601.7,x
725,4813,1740.2,x
725,4814,46.5,x
725,4815,82,x
725,4816,391.13,x
725,4817,86.25,x
725,4818,109,x
726,4819,173.25,x
726,4820,110,x
726,4821,59.75,x
726,4822,102.25,x
726,4823,7.25,x
726,4824,82.16,x
727,4825,83.76,x
727,4826,118.15,x
727,4827,66,x
727,4828,187.72,x
727,4829,6,x
728,4830,21.75,x
728,4831,83.5,x
728,4832,67.46,x
729,4833,98,x
729,4834,60,x
729,4835,35,x
729,4836,35,x
729,4837,30,x
729,4838,28.35,x
730,4839,15,x
730,4840,45,x
730,4841,22.5,x
730,4842,79,x
730,4843,30,x
730,4844,120,x
730,4845,65,x
730,4846,30.12,x
730,4847,36.84,x
730,4848,14.6,x
730,4849,18.74,x
730,4850,21.42,x
730,4851,34.7,x
731,4852,26.96,x
731,4853,18.16,x
731,4854,22.65,x
731,4855,1.37,x
731,4856,3.12,x
731,4857,43.36,x
732,4858,72,x
732,4859,6.3,x
732,4860,49,x
732,4861,31.69,x
733,4862,-107.91,x
733,4863,195.4,x
733,4864,85.7,x
733,4865,204.5,x
733,4866,119.5,x
733,4867,8.1,x
733,4868,8.56,x
733,4869,8.07,x
734,4870,49.68,x
735,4871,173.25,x
735,4872,110,x
735,4873,59.75,x
735,4874,102.25,x
735,4875,7.25,x
735,4876,82.16,x
735,4877,252.7,x
736,4878,40,x
736,4879,57.99,x
736,4880,155,x
736,4881,45,x
736,4882,162.75,x
736,4883,26,x
736,4884,87.5,x
736,4885,51.8,x
736,4886,185.98,x
736,4887,5.944,x
737,4888,134.04,x
737,4889,315,x
738,4890,50,x
738,4891,18,x
738,4892,89,x
738,4893,62,x
738,4894,20.8,x
739,4895,58.85,x
739,4896,12.15,x
739,4897,8.92,x
739,4898,12.15,x
739,4899,12.15,x
739,4900,0.45,x
739,4901,0.99,x
739,4902,0.58,x
739,4903,3.03,x
