PreventiveFlag,CombinedText
0,Chloe:  Chem 5 (5-6 Tests) IHLAB | possible accidental ingestion of medication Ran bloodwork just incase she did ingest the medication
0,"Coco:  Examination, Comprehensive | Injury to the face "
0,Winston:  Annual Physical Exam / Consult | CCR 
0,Bailey:  Canine D/D Potato & Salmon 8lbs | Cartrophen & Rx Diet 
0,Bailey:  Cartrophen Injection #2 (<5kg) | Cartrophen & Rx Diet 
0,Earl:  Exam Emergency Regular Hours | Vaccine reaction 
0,Earl:  Dexamethasone SP (gen) 4mg/mL/mL OPINJ | Vaccine reaction 
0,Earl:  Diphenhydramine (gen) 50mg/mL/mL OPINJ | Vaccine reaction 
0,Irie:  Feline Examination | eye infection 
0,Irie:  Tobradex Susp 5mL | eye infection 
0,Irie:  Discount: Feline Examination | eye infection 
0,Nero:  Cerenia 60mg  (per tab) | preanesthestic work up 
0,"Nero:  Pre-op Screen, CBC Early Detection SA055 | preanesthestic work up "
0,Ginger:  Fine Needle Aspiration | new lump found 
0,Ginger:  Cytology Referred/Shipping | new lump found 
0,"Dieter:  Superchem,CBC,T4,& UA | Diabetes "
0,Dieter:  Laboratory collection fee | Diabetes 
0,Dieter:  Blood Glucose | Diabetes 
0,Bentley:  4Dx SNAP In-House | limping 
0,Bentley:  Radiograph- 1st view | limping 
0,Bentley:  Office Visit | limping 
0,Bentley:  Carprofen 75 mg | limping 
0,Frankie:  Cytology Skin Recheck IHLAB | Skin and ear infection 
0,Frankie:  Enro/Keto/Triam CMP IHMED | Skin and ear infection 
0,Frankie:  SkinGuard Restore Mousse 200mL DISPMED | Skin and ear infection 
0,Frankie:  CADI (Cytopoint) 40.1-60lb OPINJ | Skin and ear infection 
0,Frankie:  Ear Cleaning Simple | Skin and ear infection 
0,Frankie:  Cefpodoxime (gen) 200mg Tab DISPMED | Skin and ear infection 
0,Milo:  Cage Occupancy Charge - Drop Off | VOMITING AND NOT EATING 
0,Milo:  Radiograph Review | VOMITING AND NOT EATING 
0,Milo:  Radiographs & Evaluation - Abdomen | VOMITING AND NOT EATING 
0,Milo:  Sub Q Fluids In Hospital | VOMITING AND NOT EATING 
0,Milo:  Examination & Office Call | VOMITING AND NOT EATING 
0,Milo:  Hills Feline I/D  2.9oz Stew  | VOMITING AND NOT EATING 
0,Milo:  Cerenia Tablets  24mg  | VOMITING AND NOT EATING 
0,Sales Tax | VOMITING AND NOT EATING 
0,Lucy:  BNP H Ointment 3.5gm | Conjunctivitis - BNP H ointment  
0,Dakota:  VT Fecal OP - not fltg or opg | Giardia 
0,Odin:  Brief Examination | swallowed a sock 
0,Odin:  Induce Vomiting With Apo-Morphine | swallowed a sock 
0,Diamond:  Radiographic Consultation Routine | Bloody diarrhea 
0,Diamond:  CBC/Chemistry Panel - In House | Bloody diarrhea 
0,Diamond:  Metronidazole (Flagyl) 50 mg | Bloody diarrhea 
0,Diamond:  Complete Urinalysis | Bloody diarrhea 
0,Diamond:  Radiographs - 2 Full Views | Bloody diarrhea 
0,Diamond:  I/D Canine Low Fat Vetetable & Chicken S | Bloody diarrhea 
0,"Diamond:  Proviable Kit, Small dog 15ml syringe, 1 | Bloody diarrhea "
0,Phusser:  Skin scraping | skin infection 
0,Phusser:  Physical exam / consultation | skin infection 
0,Phusser:  CADI injection 10.1-20 lb | skin infection 
0,Phusser:  Simplicef 100 mg | skin infection 
0,Phusser:  Dispensing fee | skin infection 
0,Phusser:  Cytology - skin impression smear | skin infection 
0,BRUTUS:  Sileo Gel 0.1mg/ml 3ml #80359 | Noise Phobia/Anxiety 
0,Kit:  metronidazole 500mg #14 tablet B 7D   rx | diarhhea tx 
0,River:  Panacur 40# 3 Pack gg rx fenbendazole | diarhhea tx 
0,Kit:  metronidazole 250MG #14 tablet B 7D   rx | diarhhea tx 
0,Kit:  Panacur 40# 3 Pack gg rx fenbendazole | diarhhea tx 
0,"Joey:  Examination, Medical Progress | elev ated LFT's "
0,Joey:  Radiograph - Initial View | elev ated LFT's 
0,Joey:  Ultrasound- Level 2 | elev ated LFT's 
0,Joey:  Denamarin Adv Chew Large Dog 30ct | elev ated LFT's 
0,Joey:  Apoquel Tabs 16mg | elev ated LFT's 
0,Joey:  GentaCalm 60ml | elev ated LFT's 
0,"Schnitzel:  Cytology - Tissue, Mass (In-house) | Cytology  "
0,Schnitzel:  Comprehensive Physical Exam | Cytology  
0,Luna:  LEPTOSPIROSIS 1ST VACCINE | Check hot spot 
0,Freckles:  EXAM/CONSULTATION | Check hot spot 
0,Mac:  Aventi GI Complete Paste 15mL | Diarrhea 
0,Mac:  Fenbendazole (Panacur) Susp 10%/mL DISPMED | Diarrhea 
0,Mac:  Metronidazole (gen) 250mg Tab DISPCHR | Diarrhea 
0,Mac:  Exam/Consultation   Medical Condition | Diarrhea 
0,Joey:  Intestinal Parasite Screening Panel | Soft Stool 
0,Joey:  Culture and Sensitivity FECAL | Soft Stool 
0,Joey:  Fecal Pathogen Panel (Clost Giardia Cryp | Soft Stool 
0,Samson:  CBC I/H + VS2 Comp Profile | Out patient CT - looking for liver shunt 
0,Samson:  CT BNDL Out-Patients - Priority Interp | Out patient CT - looking for liver shunt 
0,Samson:  Sample collection fee | Out patient CT - looking for liver shunt 
0,Chubbs:  Boarding Daycare- Full | Respiratory Issues 
0,Chubbs:  Boarding Daycare- Full | Respiratory Issues 
0,Chubbs:  Medical Exam | Respiratory Issues 
0,Chubbs:  Boarding Daycare- Full | Respiratory Issues 
0,Charlie:  Exam/Consultation   Medical Condition | ears 
0,Charlie:  Osurnia Otic K9 (1 single dose) DISPMED | ears 
0,Marla:  Rovera (Carprofen) 100mg Cw Tab DISPMED | Soft Tissue muscular trauma 
0,Marla:  Exam/Consultation   Medical Condition | Soft Tissue muscular trauma 
0,Odell (T):  VSEC Royal Canin Fel GI HE 8.8# bag  | vomiting 
0,Odell (T):  Mycoplasma Haemofelis PCR Panel | vomiting 
0,Odell (T):  IH Felv/Fiv Snap Combo | vomiting 
0,Odell (T):  VetScreen/CBC Panel | vomiting 
0,Odell (T):  Fecal Flotation O&P | vomiting 
0,Odell (T):  Ultrasound - Abdominal | vomiting 
0,Odell (T):  VSEC Royal Canin Fel  HP 7.7 | vomiting 
0,Odell (T):  Heartworm Anibody Feline | vomiting 
0,Sal:  CET Veggiedent Fr3sh Chews - Lrg 30ct | tech visit for snap test 
0,Charlie:  Consultation | Elevated Liver Enzymes 
0,Duke (T):  SDMA (Idexx) | ibuprofen injestion recheck 
0,Duke (T):  Mini-Renal Panel | ibuprofen injestion recheck 
0,Romeo:  PREVENTATIVE CARE EXAM | scratching ears 
0,Romeo:  TRESADERM DROPS 7.5ml | scratching ears 
0,"Buddy:  -- Internal Medicine Service | Coughing, wheezong and ocular discharge "
0,"Arlo:  Consultation & Exam 1 | Lethargy, painful abdomen, concerns about GI foreign body  Initial diagnostics performed here were concerning for foreign material in the stomach. Referred to TVEH for additional diagnostics."
0,Marlowe:  CLARO EAR TREATMENT TWO EARS  llaa tdt | Atopy  
0,Marlowe:  OSHA COMPLIANT BIOHAZARD FEE cvv fv  1ll | Atopy  
0,Marlowe:  CADI 5-10 zoetis Cytopoint           tdt | Atopy  
0,JESSIE FABEL:  Maropitant (Cerenia) 24mg Tab IHMED | urinalysis 
0,Marvin:  Total T4 & SDMA Combo Catalyst  | vomitting 
0,Marvin:  XRAY-  3-6 views | vomitting 
0,Marvin:  Blood Collection | vomitting 
0,Marvin:  Total Body Panel w/ Electrolytes | vomitting 
0,Marvin:  Cystocentesis | vomitting 
0,Marvin:  Office Call/General Exam | vomitting 
0,Hiro:  Rheumocam Oral Susp - 200ml | Soft Tissue Injury  
0,Hiro:  Exam / Wellness Consultation Illness | Soft Tissue Injury  
0,CHARLIE:  Skin Scraping IHLAB | fleas 
0,CHARLIE:  Exam/Consultation   Medical Condition | fleas 
0,Taj:  Monitoring under injectable anesthesia.  | Ortho Consult 
0,Taj:  Butorphanol Injection | Ortho Consult 
0,Taj:  Lab- CBC/Chemistry 15/Lyte4 | Ortho Consult 
0,Taj:  Dexdomitor Sedation | Ortho Consult 
0,Taj:  X-Ray Exam/Evaluation- 2 view | Ortho Consult 
0,Taj:  Cephalexin 500mg Capsules | Ortho Consult 
0,Taj:  Antisedan | Ortho Consult 
0,Taj:  Ward Care  | Ortho Consult 
0,Stella:  Exam - Dermatology Referral | Atopic dermatitis Suspect metatarsal fistulation of German Shepherds 
0,Stella:  Apoquel 16mg | Atopic dermatitis Suspect metatarsal fistulation of German Shepherds 
0,Rica:  General Health Profile | brain tumor 
0,Rica:  Complete Blood Count | brain tumor 
0,Rica:  Blood-Nova w/PCV/TP | brain tumor 
0,Rica:  Cyberknife x 3 Treatments with CT | brain tumor 
0,Rica:  Dispensing fee | brain tumor 
0,CURRY:  CONSULTATION/EXAMINATION | INJESTION  
0,Max:  Reversal w. Antisedan 5mg/ml | Foreign object/ liver disease 
0,Max:  Tranquilization With Dormitor .5mg/ml | Foreign object/ liver disease 
0,Max:  Ultrasound (Specialist and Staff) | Foreign object/ liver disease 
0,Max:  Daytime Hospital Use | Foreign object/ liver disease 
0,Mickey:  Metronidazole Tabs 250 mg  | gastroenteritis 
0,Mickey:  Cytology - Fecal Smear (In Clinic) | gastroenteritis 
0,Mickey:  Examination / Consultation | gastroenteritis 
0,"Georgie:  Chem 11 w/Standard CBC (pre op)  | recheck cough, further diagnostics for diagnosis, follow up with protien in urine.  "
0,"Georgie:  IDEXX Urinalysis | recheck cough, further diagnostics for diagnosis, follow up with protien in urine.  "
0,"Sales Tax | recheck cough, further diagnostics for diagnosis, follow up with protien in urine.  "
0,"Georgie:  Recheck/Brief Exam | recheck cough, further diagnostics for diagnosis, follow up with protien in urine.  "
0,"Georgie:  Radiographs lateral/VD/rad report | recheck cough, further diagnostics for diagnosis, follow up with protien in urine.  "
0,Georgie:  Examination | cough 
0,Georgie:  Doxycycline  100mg Tabs | cough 
0,Georgie:  Hydrocodone 5mg/5ml per ml | cough 
0,Peanut:  Radiograph-Abdominal Study | Ate a battery 
0,Peanut:  Emergency Visit | Ate a battery 
0,Peanut:  Radiology Consult STAT | Ate a battery 
0,Peanut:  Sucralfate(Carfate) 1gm | Ate a battery 
0,Peanut:  Cerenia Injection | Ate a battery 
0,Peanut:  Medical Hazardous Waste Fee | Ate a battery 
0,Peanut:  Omeprazole 20mg Caps | Ate a battery 
0,Peanut:  Lactated Ringers | Ate a battery 
0,Georgia:  Canine D/D Potato & Salmon 8lbs | Dietary 
0,Janis:  FortiFlora Canine Box of 30 #33311 | anal glands 
0,Janis:  Anal Glands Expressed | anal glands 
0,Janis:  Metronidazole 100mg Tablets #33311 | anal glands 
0,Shack:  Carprofen Caplet 75mg | lameness 
0,Shack:  Consultation | lameness 
0,Shack:  Gabapentin 600mg Tablets | lameness 
0,MAUDE:  Medical Progress Exam | Recheck Fever for unknow origin 
0,MAUDE:  Prednisolone 5 mg | Recheck Fever for unknow origin 
0,MAUDE:  Nail Trim Canine | Recheck Fever for unknow origin 
0,MAUDE:  Hypoallergenic Treats Canine 12oz | Recheck Fever for unknow origin 
0,MAUDE:  Fortiflora Canine per packet | Recheck Fever for unknow origin 
0,Charlie Rex:  Buprenorphine 0.6mg/ml | neuter & rads  
0,Charlie Rex:  Ear Cytology | neuter & rads  
0,Charlie Rex:  Ear Cleaning | neuter & rads  
0,Indy:  Ear Cleaning -- Mild | Otitis AU SINGLE UNIT ITEM = pharmacy filling fee
0,Indy:  SINGLE UNIT ITEM | Otitis AU SINGLE UNIT ITEM = pharmacy filling fee
0,Indy:  Zymox Otic Drops 1.25 oz Bottle | Otitis AU SINGLE UNIT ITEM = pharmacy filling fee
0,Indy:  Ear Swab-Micro Exam | Otitis AU SINGLE UNIT ITEM = pharmacy filling fee
0,Indy:  Examination Level 2 | Diarrhea & Conjunctivitis   SINGLE UNIT ITEM = Pharmacy Filling Fee
0,SIENA:  Vetropolycin W/Hydrocortisone | eye ointment for allergies 
0,"Sylvester:  Convenia Injection, per cc | Urinating outside litterbox Owner of Sylvester is the owner of the Avalon Animal Hospital so there is no need to have this claim done quickly. "
0,Sylvester:  Examination/Consultation | Abdominal Alopecia; vomiting Owner of Sylvester is the owner of the Avalon Animal Hospital. No need to have the claim back quickly. 
0,Cleo:  Cremation - Private 22.1kg - 34.4 kg | Euthanasia 
0,"Sylvester:  Feline PLI Snap Test, In House | Seizures Owner of Sylvester is the owner of the Avalon Animal Hospital. No need to have the claim back quickly. "
0,Sylvester:  Blood Collection | Seizures Owner of Sylvester is the owner of the Avalon Animal Hospital. No need to have the claim back quickly. 
0,Sylvester:  Blood Collection | Seizures Owner of Sylvester is the owner of the Avalon Animal Hospital. No need to have the claim back quickly. 
0,"Sylvester:  Cerenia Injection, per cc | Seizures Owner of Sylvester is the owner of the Avalon Animal Hospital. No need to have the claim back quickly. "
0,"Sylvester:  Feline Comprehensive Profile, In House | Seizures Owner of Sylvester is the owner of the Avalon Animal Hospital. No need to have the claim back quickly. "
0,"Sylvester:  SDMA/T4 Combo, In House | Seizures Owner of Sylvester is the owner of the Avalon Animal Hospital. No need to have the claim back quickly. "
0,"Annabelle:  Deramaxx Tablets, 100mg, per Tablet | Lumpectomy "
0,"Sylvester:  Amitriptyline HCL 100mg/ml, per Syring | Lumpectomy "
0,"Sylvester:  Amitriptyline HCL 100mg/ml, per Syring | Abdominal Alopecia; vomiting Owner of Sylvester is the owner of the Avalon Animal Hospital. No need to have the claim back quickly. "
0,"Annabelle:  Deramaxx Tablets, 100mg, per Tablet | Abdominal Alopecia; vomiting Owner of Sylvester is the owner of the Avalon Animal Hospital. No need to have the claim back quickly. "
0,Joey:  Medipaw Bandage Cover (Small) | cyst on paw 
0,Pierre:  Therma-Vert Otic by Syringe | Otitis Externa 
0,Stella:  Examination Reevaluation | SKin Infection 
0,Stella:  Skin Scraping and Cytology | SKin Infection 
0,Stella:  Amoxi-Clav Susp 400/57 mg per 5 ml  50ml | SKin Infection 
0,"Mochi:  Exam - Mexico Health Certificate | Ocular Discharge, Mild Redness "
0,Prince:  Examination/Office Call | Possible Otitis externa 
0,Prince:  Anal Glands Expressed | Possible Otitis externa 
0,Prince:  Ear Cytology | Possible Otitis externa 
0,Cartman:  Cefpodoxime (Simplicef) 200mg Tab DISPME | Allergic Dermatitis 
0,Cartman:  Exam/Consultation    Well Patient | Allergic Dermatitis 
0,Cartman:  Apoquel (Oclacitinib) 5.4mg Tab DISPMED | Allergic Dermatitis 
0,Cartman:  Apoquel (Oclacitinib) 5.4mg Tab DISPMED | Allergic Dermatitis 
0,Cartman:  Exam/Consultation    Well Patient | Allergic Dermatitis 
0,Cartman:  Cefpodoxime (Simplicef) 200mg Tab DISPME | Allergic Dermatitis 
0,Cartman:  Triamcinolone Acetonide (Kenalog) 10mg/m | Allergic Dermatitis 
0,Cartman:  Exam/Consultation  Recheck (within 30 da | Allergies 
0,Cartman:  Ear Cleaning Simple | Allergies 
0,Cartman:  Exam/Consultation    Well Patient | Allergies 
0,Cartman:  Mometamax Otic Susp 15g DISPMED | Allergies 
0,Cartman:  Apoquel (Oclacitinib) 5.4mg Tab DISPMED | Allergies 
0,Lexi:  Total Body + Urinalysis | Follow up on mild renal disease noted at the time of dentistry 
0,Maggie:  Exam | treatment after being lost 
0,Willow:  PreOp CBC PT PTT Elective Proc SA050 | papiloma 
0,Willow:  Exam/Consultation    Well Patient | papiloma 
0,Roxy:  Physical Exam W/Appt | Diarrhea 
0,Roxy:  Ova Parasite/Giardia Test - 6 mo | Diarrhea 
0,Roxy:  Express Anal Glands | Diarrhea 
0,Roxy:  Proviable-KP Med to Lg Dogs | Diarrhea 
0,Remy:  CANINE METABOLIC MOBILITY 24 LB | food & meds 
0,"Jacob:  Exam, Urgent/Emergent Care | Urgent Care Abdominal Pain "
0,Robby:  AmoxiClav (Clavamox) 62.5mg/mL 15mL DISPME | Bronchitis  
0,Robby:  CBC W/ Differential IHLAB | Bronchitis  
0,Maple:  In Hospital Exam - Level 1 | Cherry Eye  
0,Dewey Reese :  Exam/Consultation   Medical Conditi | Possible Uti 
0,Dewey Reese :  US Guided Cystocentesis | Possible Uti 
0,Dewey Reese :  Cat Toy Medium | Possible Uti 
0,Dewey Reese :  Urinalysis T760 | Possible Uti 
0,KAYA:  Dasuquin Advanced K9 64ct Lg 60#+ | dasuquin for joints 
0,KAYA:  Dasuquin Advanced K9 64ct Lg 60#+ | dasuquin for joints 
0,KAYA:  Dasuquin Advanced K9 64ct Lg 60#+ | dasuquin for joints 
0,KAYA:  Dasuquin Advanced K9 64ct Lg 60#+ | dasuquin for joints 
0,Lula Mae:  Complete Blood Count (CBC) | Anaplasmosis & Skin maintenance 
0,Lula Mae:  Welactin Canine SoftGel 120Caps | Anaplasmosis & Skin maintenance 
0,"Lula Mae:  Health Certificate, International | Anaplasmosis & Skin maintenance "
0,Lula Mae:  Chlorhexidine 4% Shampoo 8 oz | Anaplasmosis & Skin maintenance 
0,Lula Mae:  Office Visit - Regular | Anaplasmosis & Skin maintenance 
0,Lula Mae:  Doxycycline  100 mg | Anaplasmosis & Skin maintenance 
0,Piper:  OSHA Compliance Fee | Vomiting 
0,Piper:  Cerenia  10mg/ml Inj (P/ML) | Vomiting 
0,Piper:  Cerenia  60mg (Blue) Tab (4pk) | Vomiting 
0,Piper:  Discount: RADIOGRAPH DIGITAL 1ST 2 VIEWS | Vomiting 
0,Piper:  Discount: Cerenia  10mg/ml Inj (P/ML) | Vomiting 
0,Piper:  Discount: Cerenia  60mg (Blue) Tab (4pk) | Vomiting 
0,Piper:  RADIOGRAPH DIGITAL 1ST 2 VIEWS | Vomiting 
0,Piper:  Petly Plan Examination Copay | Vomiting 
0,Piper:  Royal Canin K-9 GI LF  13.6oz Can | Vomiting 
0,Piper:  Discount: Royal Canin K-9 GI LF  13.6oz Ca | Vomiting 
0,Lucy:  Claro Anal Gland Infusion | Recheck Glands 
0,Kayla:  Cranberry Comfort Powder 100 gram | Crystals and protein in urine 
0,Arlo:  DermaChlor 4 Leave-On spray conditioner | skin infection 
0,Arlo:  Cephalex 250mg | skin infection 
0,Arlo:  Examination/Consultation | skin infection 
0,Arlo:  Apoquel 16mg | skin infection 
0,Little Meow:  Pill Pockets Fel Chicken 1.6oz | skin infection 
0,Arlo:  Skin Scrape/Smear | skin infection 
0,Jessie:  Urinalysis T760 | Anal endocarcinoma 
0,Jessie:  RAD Thorax 3-4 Views | Anal endocarcinoma 
0,Jessie:  AIS Radiology Interpretation | Anal endocarcinoma 
0,Jessie:  Ursodiol (gen) 250mg Tab DISPMED | Anal endocarcinoma 
0,Jessie:  VetScan Comprehensive Diagnostic Profile+ | Anal endocarcinoma 
0,Jessie:  Denamarin 225mg Md 13-34lb Dog Tab 30ct D | Anal endocarcinoma 
0,Jessie:  US Abdominal | Anal endocarcinoma 
0,Jessie:  Oncology Consultation | Anal endocarcinoma 
0,Jessie:  AIS STAT Radiology Interpretation | Anal endocarcinoma 
0,Ripley:  Office Call and Examination | skin infection 
0,Ripley:  Biohazardous Disposal Fee | skin infection 
0,Ripley:  Cephalexin caps 500mgs | skin infection 
0,Ripley:  Trizchlor 4 Spray Conditioner  8oz | skin infection 
0,Ripley:  Skin Scrape & Cytology | skin infection 
0,Ripley:  Cephalexin 250  mgs  | skin infection 
0,Finn:  Cytology | Skin Mass 
0,PENELOPE:  Osurnia Otic K9/dose IHMED | recheck 
0,Sales Tax | recheck 
0,PENELOPE:  PD i/d Low Fat K9 Ckn Veg Rice Stew 5.5 | recheck 
0,PENELOPE:  Exam/Consultation Brief Ear/Skin Rechec | recheck 
0,Lola:  Chem 17 + Lytes + CBC - In house | toxicity  
0,Lola:  BLOOD COLLECTION FEE | toxicity  
0,Lola:  EXAMINATION/CONSULTATION | toxicity  
0,Daisy:  Physical Exam 4 | Diarrhea  
0,Daisy:  Aventi GI Complete Paste 15mL #96661 | Diarrhea  
0,Daisy:  Canine Development Small Dog 4kg | Diarrhea  
0,Daisy:  Canine Gastro High Energy Cans | Diarrhea  
0,Marleigh:  Canine Mobility Support 12kg | Diarrhea  
0,PENELOPE:  Ear Cleaning Simple | ear infection  
0,PENELOPE:  Cefovecin (Convenia) 80mg/mL/mL OPINJ | ear infection  
0,PENELOPE:  Ketoconazole (gen) 200mg Tab DISPMED | ear infection  
0,PENELOPE:  Nail Trim Canine | ear infection  
0,PENELOPE:  Exam/Consultation  Recheck (within 30 d | ear infection  
0,PENELOPE:  Osurnia Otic K9/dose IHMED | ear infection  
0,PENELOPE:  Cytology Ear IHLAB | ear infection  
0,DIXIE:  Eye Fluorescein Stain SA | EYE ISSUES 
0,DIXIE:  Exam Focused | EYE ISSUES 
0,DIXIE:  Eye Tonometry | EYE ISSUES 
0,Paxton:  Propofol 10 mg/mL | Lumpectomy 
0,Paxton:  Acepromazine 1 mg/mL | Lumpectomy 
0,Paxton:  Histovet Lab Histology | Lumpectomy 
0,Paxton:  Atropine sulfate 0.5 mg/mL | Lumpectomy 
0,Paxton:  General Surgery | Lumpectomy 
0,Paxton:  Suture PDS II 4/0 Z397H FS2 Violet RC | Lumpectomy 
0,"Paxton:  Anesthesia, Isoflurane Maintenance | Lumpectomy "
0,Paxton:  Hydromorphone 2mg/mL | Lumpectomy 
0,Paxton:  Metacam 0.5% inj | Lumpectomy 
0,Paxton:  Anesthetic Induction and Monitoring Fee | Lumpectomy 
0,"Ollie:  Rx Biotic 2.12 oz | Mucous in Stool, Pruritis "
0,Ollie:  Examination | Dietary Indiscretion 
0,Ollie:  Urinalysis - Free Catch | Inappropriate Urination 
0,Ollie:  Rx Biotic 2.12 oz | Mucous in Stool 
0,"Winston:  CHEWS Small Single PD Dental Care | coughing, limping on left front leg "
0,"Reese:  Feliway Diffuser Refill 48mL | coughing, limping on left front leg "
0,"Winston:  Leptospirosis Vaccination 3 weeks | coughing, limping on left front leg "
0,"Winston:  Canine DA2PP Vaccination | coughing, limping on left front leg "
0,"Winston:  Canine Rabies Vaccination - One year | coughing, limping on left front leg "
0,Nero:  Dental Department Consultation | Periodontal Disease 
0,Nero:  OraVet - Professional Application | Periodontal Disease 
0,Clara:  ULTRASOUND - QUICK SCAN | Follow up from 12/20/18 
0,Clara:  INJ - CERENIA | Follow up from 12/20/18 
0,Clara:  GABAPENTIN 100 MG | Follow up from 12/20/18 
0,Clara:  CLAVAMOX 125 MG | Follow up from 12/20/18 
0,Clara:  EXAM - GENERAL | V+ all day 
0,Clara:  IDEXX - CBC | V+ all day 
0,Clara:  INJ - CERENIA | V+ all day 
0,Clara:  DIGITAL RADIOGRAPH - INITIAL | V+ all day 
0,Clara:  FLUID ADMIN - SQ (UNDER 50 LB) | V+ all day 
0,Clara:  IDEXX - CHEM 17 | V+ all day 
0,Clara:  EMERGENCY FEE | V+ all day 
0,Clara:  IDEXX - LYTES | V+ all day 
0,Leila:  Medical Consultation | INAPPROPRIATE URINATION 
0,Leila:  Antech - General Senior Profile | INAPPROPRIATE URINATION 
0,Leila:  Gabapentin 100 mg capsules | INAPPROPRIATE URINATION 
0,Sophie:  Simplicef 100mg Tablets | possible infection  
0,Gizmo:  Exam Emergency Regular Hours | Hospitalization extra night 
0,Finley:  Gabapentin 100mg/ml per ml (250 ml Chic) | Scooting  
0,Finley:  Prednisolone  5 mg Per Tab | Scooting  
0,Finley:  Nail Trim with Exam | Scooting  
0,Finley:  Examination Regular | Scooting  
0,Dash:  Famotidine Tablets 20mg (Novo) | vomitting 
0,"Dash:  CHEM 17, Lyte 4, CBC | vomitting "
0,Dash:  Clindamycin 150mg Capsules  | vomitting 
0,Dash:  Sedation and Reversal | vomitting 
0,Dash:  Cerenia Tablets 16 mg  | vomitting 
0,Dash:  Examination | vomitting 
0,Dash:  Blood Collection Fee | vomitting 
0,DIXIE:  Atropine Opthalmic Ointment 3.5gm | EYE 
0,DIXIE:  Prednisolone 20mg per tablet | EYE 
0,DIXIE:  Prednisolone Acetate Opht 1% 5ml | EYE 
0,Sabrina:  Viaderm-KC Cream Tube 15g DISPMED | Rectal irritation  
0,Sabrina:  Exam/Consultation Puppy/Kitten Recheck | Rectal irritation  
0,LEO:  Apoquel 3.6mg Tablets | Possible UTI 
0,LEO:  Clavamox 125mg Tablet - Chewable | Possible UTI 
0,"Harper NO LEPTO:  OFFICE CALL,Wellness Exam (15-20 | Eye discharge "
0,"Harper NO LEPTO:  Baytril Tablets, 22.7 mg (20#) ( | Eye discharge "
0,Elleigh:  Comprehensive Physical Exam | Lethargic 
0,Valkyrie:  Nail Trim w/ Exam-Professional | check lump / additional charges 
0,Valkyrie:  Exam/Consultation   Medical Condition | check lump / additional charges 
0,Valkyrie:  Cytology (Initial Sample) IHLAB | check lump / additional charges 
0,Sawyer:  Progress Exam- Brief(1) | digital laceration & gastrointestinal food 
0,Sawyer:  Cytology 1 site  to Lab/idx-2801 | digital laceration & gastrointestinal food 
0,Sawyer:  Fine Needle Aspirate | digital laceration & gastrointestinal food 
0,Ahsoka :  Fecal - Antech | Checking ears for possible ear infection 
0,Ahsoka :  Exam - Consultation | Checking ears for possible ear infection 
0,Ahsoka :  Proviable DC - 30 count/1 bottle | Checking ears for possible ear infection 
0,Wrigley:  Examination | corneal ulcer  
0,Wrigley:  Tobramycin 5ml. Solution | corneal ulcer  
0,Wrigley:  Deramaxx  75mg | corneal ulcer  
0,Wrigley:  Clavamox Chewables 375mg | corneal ulcer  
0,Wrigley:  Total Health Profile k9 Cardiopet ProBNP | corneal ulcer  
0,Wrigley:  Corneal Stain | corneal ulcer  
0,Wrigley:  Atropine Opthalmic Solution 5ml. | corneal ulcer  
0,Betty:  Ear Cytology | ear infection and diarrhea 
0,Betty:  Claro Otic Solution | ear infection and diarrhea 
0,Betty:  Office Call | ear infection and diarrhea 
0,Betty:  Ear Cleaning | ear infection and diarrhea 
0,Betty:  Metronidazole 500 mg | ear infection and diarrhea 
0,Betty:  Panacur Power Pack 4G (pac) | ear infection and diarrhea 
0,Betty:  Fecal Centrif & Giardia to LAB O&P- T808 | ear infection and diarrhea 
0,Remy:  Exam/Consultation CareClub | diarrhea 
0,Reggie:  Cardiopet Ecg Analysis Stat | Lumpectomy 
0,Reggie:  Induction Anes. + Iso (30 Min) | Lumpectomy 
0,Reggie:  Cerenia Injection | Lumpectomy 
0,Reggie:  Hydromorphone Injection | Lumpectomy 
0,Reggie:  Surgical Fee Per 10 Minutes | Lumpectomy 
0,Reggie:  Suture Pds 3-0 | Lumpectomy 
0,Reggie:  Metacam Injection Inpatient | Lumpectomy 
0,Reggie:  Metacam 10ml. | Lumpectomy 
0,Reggie:  Hospitalization/Ward Care | Lumpectomy 
0,Reggie:  Prof.Care 1/2 Day/Technician | Lumpectomy 
0,Reggie:  Canine TSH | Lumpectomy 
0,Reggie:  Histopathology/Biopsy  ( 1-4 site ) | Lumpectomy 
0,Reggie:  Endo Tube 10.5 mm Disposable | Lumpectomy 
0,Reggie:  Simplicef 200 mg Tablets | Lumpectomy 
0,Reggie:  Medi Shirt Canine XL | Lumpectomy 
0,Reggie:  Torbugesic Inj. 10 mg/ml 50 mls | Lumpectomy 
0,Reggie:  Suture Prolene 3/0 | Lumpectomy 
0,Reggie:  T4 W/Bloodwork | Lumpectomy 
0,"Rico Suave:  Exam/Consultation   Medical Condition | diarrhea, vomiting "
0,"Rizzo:  Examination, Medical | Vomiting  "
0,Rizzo:  Blood Glucose (glucometer) | Vomiting  
0,Choco:  Exam - Critical Care  | Nasal swelling 
0,Choco:  Gabapentin 100mg/ml oral suspension  | Nasal swelling 
0,"Choco:  Superchem, CBC, T4 | Nasal swelling "
0,Gunner:  Office Visit - Pre Booked | Possible toxic 
0,Gunner:  Spec cPL SNAP Test Add-on (In Clinic) | Possible toxic 
0,Gunner:  General Panel (In Clinic) | Possible toxic 
